TinhTrangBDS,DienTich,Phongngu,TenPhanKhu,SoTang,PhongTam,Loai,GiayTo,MaCanHo,TinhTrangNoiThat,HuongCuaChinh,HuongBanCong,DacDiem,Quan,USD
Đã bàn giao,62.0,2,,,2, Chung cư, Đã có sổ,, Hoàn thiện cơ bản, Đông Nam, Đông,, Quận 9,72000.0
Chưa bàn giao,61.0,2,,,2, Chung cư, Đang chờ sổ,,, Tây Bắc, Đông Nam,, Quận Thủ Đức,51600.0
Đã bàn giao,72.25,2,,,2, Chung cư, Đang chờ sổ,,,,, Căn góc, Quận 8,84000.0
Đã bàn giao,55.0,2,,,2, Chung cư,,,,,,, Huyện Bình Chánh,60000.0
Đã bàn giao,85.0,3,1,15.0,2, Chung cư, Giấy tờ khác,, Hoàn thiện cơ bản, Nam, Bắc, Căn góc, Quận Phú Nhuận,196000.0
Đã bàn giao,50.0,1,,,1, Chung cư,,,,,,, Quận 10,148000.0
Đã bàn giao,48.0,1, C1,3.0,1, Chung cư, Đã có sổ,323, Nội thất đầy đủ, Đông Bắc, Tây Nam, Căn góc, Quận 4,76800.0
Đã bàn giao,70.0,2, A,,2, Chung cư, Đã có sổ,, Hoàn thiện cơ bản,,,, Quận 9,96000.0
Đã bàn giao,65.0,2,,9.0,2, Officetel, Đã có sổ,, Nội thất cao cấp, Đông Nam, Đông Bắc,, Quận Thủ Đức,64000.0
Đã bàn giao,71.0,2,,,2, Chung cư, Đã có sổ,,,,,, Quận 7,132000.0
Đã bàn giao,66.0,2,,,2, Chung cư,,,,,,, Quận 9,86000.0
Chưa bàn giao,62.78,2,,,2, Chung cư, Giấy tờ khác,, Hoàn thiện cơ bản,,,, Quận 6,110000.0
Đã bàn giao,106.0,2,,,2, Chung cư,,,,,,, Quận 7,155999.96
Chưa bàn giao,40.0,1, B,5.0,1, Chung cư, Đang chờ sổ,, Nội thất cao cấp, Nam, Nam,, Quận 6,39200.0
Đã bàn giao,82.0,2,,,2, Chung cư,,,,,,, Quận Bình Thạnh,164000.0
Chưa bàn giao,75.0,2,5,17.0,2, Chung cư, Đang chờ sổ,6, Hoàn thiện cơ bản, Tây, Đông, Căn góc, Quận Bình Tân,113640.0
Đã bàn giao,56.0,2,,,1, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản, Đông Nam,,, Huyện Bình Chánh,80000.0
Chưa bàn giao,53.0,2, Satun,14.0,1, Chung cư, Đang chờ sổ,13, Hoàn thiện cơ bản, Đông, Tây,, Quận 7,70640.0
Đã bàn giao,60.0,2,,12.0,2, Chung cư, Đang chờ sổ,,,,, Căn góc, Quận 9,80000.0
Đã bàn giao,147.0,3,,,2, Chung cư, Đã có sổ,, Nội thất cao cấp, Bắc, Nam, Căn góc, Quận 7,252000.0
Đã bàn giao,129.0,3,,,3, Chung cư, Đã có sổ,, Nội thất đầy đủ,, Đông Bắc, Căn góc, Huyện Nhà Bè,107200.0
Đã bàn giao,35.0,1, Tháp B,,1, Officetel, Giấy tờ khác,, Nội thất cao cấp, Đông Nam,,, Quận 7,70000.0
Đã bàn giao,56.0,2, b3,5.0,1, Chung cư, Đã có sổ,, Nội thất đầy đủ, Nam, Tây,, Quận 1,107600.0
Chưa bàn giao,75.0,2,2,5.0,2, Chung cư, Giấy tờ khác,17,, Đông Nam, Đông Nam,, Quận Bình Tân,103200.0
Chưa bàn giao,54.0,2,,,1, Chung cư, Đã có sổ,, Hoàn thiện cơ bản,,, Căn góc, Quận 8,98000.0
Đã bàn giao,83.0,2,,,2, Chung cư, Đã có sổ,, Nội thất cao cấp, Tây Bắc,,, Quận 6,118000.0
Đã bàn giao,75.0,2,,,2, Chung cư, Đã có sổ,,,,,, Quận 9,100800.0
Chưa bàn giao,32.0,2,,,1," Căn hộ dịch vụ, mini",,,,,,, Quận Bình Tân,31960.0
Chưa bàn giao,79.0,2,,,2, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản, Đông Bắc, Tây Nam,, Quận 8,95400.0
Chưa bàn giao,52.0,2,,,2, Chung cư,,,,,,, Quận 9,116000.0
Đã bàn giao,98.0,3,,,2, Chung cư,,,,,,, Quận 2,146000.0
Đã bàn giao,88.0,3,,,2, Chung cư,,,, Đông Bắc, Tây Nam,, Huyện Nhà Bè,188000.0
Đã bàn giao,78.0,2,,,2, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản, Tây Nam, Đông Bắc,, Quận 8,108000.0
Chưa bàn giao,32.0,1,,7.0,0," Căn hộ dịch vụ, mini", Giấy tờ khác,, Nội thất đầy đủ,,,, Quận Bình Tân,32000.0
Đã bàn giao,110.0,4,,,3, Chung cư, Đã có sổ,,,,,, Quận Tân Phú,260000.0
Đã bàn giao,162.0,3,,,3, Chung cư, Đã có sổ,, Nội thất cao cấp, Bắc, Nam, Căn góc, Quận 7,256000.0
Chưa bàn giao,36.0,1,,1.0,1, Chung cư, Đã có sổ,, Nội thất cao cấp,,, Căn góc, Quận Bình Tân,32800.0
Đã bàn giao,79.0,2,,10.0,2, Chung cư, Đã có sổ,, Nội thất đầy đủ, Nam, Đông Bắc,, Quận Thủ Đức,106000.0
Đã bàn giao,140.0,3,,,2, Penthouse, Đang chờ sổ,, Hoàn thiện cơ bản, Tây Nam,, Căn góc, Quận 8,152000.0
Đã bàn giao,80.0,2,,,2, Chung cư, Đã có sổ,, Nội thất đầy đủ,,,, Quận Phú Nhuận,54400.0
Đã bàn giao,95.0,3,,,2, Chung cư,,,, Đông Nam, Tây Bắc,, Quận 2,244000.0
Đã bàn giao,104.0,3, B,10.0,2, Chung cư, Đã có sổ,1, Nội thất cao cấp, Bắc, Nam, Căn góc, Quận 9,108000.0
Đã bàn giao,60.0,2,,,2, Chung cư,,,,,,, Quận 8,86440.0
Chưa bàn giao,70.0,2, a,20.0,2, Chung cư, Đã có sổ,1,,,, Căn góc, Quận 1,48000.0
Đã bàn giao,56.0,2, A,16.0,1, Chung cư, Đang chờ sổ,,, Đông Bắc, Nam,, Quận Bình Tân,90000.0
Chưa bàn giao,61.0,2,,,2, Chung cư, Đang chờ sổ,,, Tây Bắc, Đông Nam,, Quận Thủ Đức,51600.0
Đã bàn giao,194.0,3,,,3, Penthouse, Đã có sổ,, Nội thất cao cấp, Nam, Tây Bắc, Căn góc, Quận 7,280000.0
Đã bàn giao,56.0,2, b3,5.0,1, Chung cư, Đã có sổ,, Nội thất đầy đủ, Nam, Tây,, Quận 1,107600.0
Đã bàn giao,97.0,2,,,2, Chung cư, Đã có sổ,, Hoàn thiện cơ bản, Đông Bắc, Tây Nam, Căn góc, Quận 6,142000.0
Chưa bàn giao,50.0,1,,,1, Chung cư, Đang chờ sổ,, Nội thất cao cấp,,,, Quận 2,196000.0
Đã bàn giao,76.0,2,,,2, Chung cư,,,,,,, Quận 7,136400.0
Đã bàn giao,267.0,5,,,5, Chung cư,,,,,,, Quận 7,344000.0
Đã bàn giao,33.0,1, S3,8.0,1, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản,,,, Quận 9,64000.0
Chưa bàn giao,42.0,1,,,1, Duplex,,,,,,, Quận Bình Tân,31960.0
Chưa bàn giao,37.0,1,,,1, Duplex, Giấy tờ khác,, Hoàn thiện cơ bản, Nam, Đông, Căn góc, Quận 7,48000.0
Đã bàn giao,100.0,2,,,2, Chung cư, Đang chờ sổ,,, Đông, Tây,, Huyện Nhà Bè,146000.0
Đã bàn giao,64.0,2,,,2, Chung cư,,,,,,, Quận Thủ Đức,58000.0
Đã bàn giao,69.02,3,,,2, Chung cư, Đã có sổ,,,, Tây Nam, Căn góc, Quận Thủ Đức,96000.0
Đã bàn giao,68.0,2,,,2, Chung cư, Đã có sổ,,,,,, Quận Gò Vấp,78000.0
Đã bàn giao,32.0,1,,,1, Officetel,,,,,,, Quận Phú Nhuận,79200.0
Đã bàn giao,82.0,2,2,12.0,2, Chung cư, Đang chờ sổ,, Nội thất đầy đủ,, Đông,, Quận 6,150000.0
Đã bàn giao,176.0,3, D1,15.0,2, Chung cư, Đã có sổ,, Nội thất cao cấp,,,, Quận 2,340000.0
Chưa bàn giao,47.0,1,,,1, Chung cư,,,,,,, Quận Bình Tân,36000.0
Chưa bàn giao,52.0,1,,,1, Chung cư, Giấy tờ khác,, Nội thất cao cấp, Tây Nam, Đông Bắc,, Quận 8,72000.0
Đã bàn giao,105.0,2,,,2, Chung cư, Đã có sổ,,,,,, Quận 9,148000.0
Đã bàn giao,90.4,2, a3,16.0,2, Chung cư, Đang chờ sổ,, Nội thất đầy đủ, Tây Nam, Đông Bắc, Căn góc, Quận 4,212000.0
Đã bàn giao,49.0,1, A,22.0,1, Chung cư, Đang chờ sổ,, Nội thất cao cấp, Đông Nam,,, Quận 10,152000.0
Đã bàn giao,52.0,2,,,1, Chung cư, Đã có sổ,,,,,, Quận Bình Thạnh,71600.0
Chưa bàn giao,35.0,1,,,1, Chung cư,,,, Đông Nam, Đông,, Quận Bình Tân,32000.0
Chưa bàn giao,75.0,2,,,2, Chung cư, Đang chờ sổ,, Nội thất cao cấp, Đông Bắc, Đông, Căn góc, Quận Thủ Đức,90000.0
Chưa bàn giao,50.0,1,,,1, Chung cư, Đang chờ sổ,, Nội thất cao cấp,,,, Quận 2,196000.0
Đã bàn giao,73.6,2, S1,20.0,2, Chung cư, Đang chờ sổ,5, Nội thất cao cấp, Đông Bắc, Tây Nam,, Quận 7,154000.0
Đã bàn giao,62.0,2,,,2, Chung cư, Đã có sổ,,,,,, Quận 7,80000.0
Đã bàn giao,62.0,2,,,2, Chung cư, Đã có sổ,, Hoàn thiện cơ bản, Đông Nam, Đông,, Quận 9,72000.0
Đã bàn giao,194.0,3,,,3, Penthouse, Đã có sổ,, Nội thất cao cấp, Nam, Tây Bắc, Căn góc, Quận 7,280000.0
Đã bàn giao,64.0,2,,,2, Chung cư,,,, Nam, Bắc,, Quận Bình Tân,75600.0
Chưa bàn giao,40.0,2,,,1, Chung cư, Đã có sổ,,,,,, Quận Bình Tân,20000.0
Đã bàn giao,73.8,2,,,2, Chung cư, Đã có sổ,, Nội thất cao cấp,,,, Quận 2,160000.0
Chưa bàn giao,57.0,2,1,,1, Chung cư, Giấy tờ khác,, Hoàn thiện cơ bản, Bắc, Nam,, Quận 12,80000.0
Đã bàn giao,32.0,2,,,1, Chung cư, Đã có sổ,, Nội thất đầy đủ,,,, Quận Bình Tân,35400.0
Đã bàn giao,103.0,3,,,2, Chung cư, Đã có sổ,,, Nam,, Căn góc, Quận 12,88000.0
Chưa bàn giao,22.0,1,1,2.0,1, Officetel, Giấy tờ khác,, Nội thất đầy đủ,,,, Quận 1,60000.0
Chưa bàn giao,42.0,1,,,1, Chung cư,,,,,,, Quận Bình Tân,31960.0
Chưa bàn giao,50.0,1,3,37.0,1, Chung cư, Đang chờ sổ,, Nội thất cao cấp,,,, Quận 9,110000.0
Đã bàn giao,84.0,3,,,2, Chung cư, Đang chờ sổ,,,,,, Quận Tân Phú,88000.0
Chưa bàn giao,66.0,2,,,2, Chung cư, Đang chờ sổ,, Nội thất cao cấp,,,, Quận 9,147200.0
Đã bàn giao,35.0,1,,,1," Căn hộ dịch vụ, mini", Đã có sổ,,,,, Căn góc, Quận Bình Tân,32000.0
Đã bàn giao,54.0,1,,,1, Chung cư, Đã có sổ,,, Đông Nam,,, Quận 7,78000.0
Chưa bàn giao,80.0,3,,,2, Chung cư, Đang chờ sổ,,,,,, Quận Gò Vấp,100000.0
Chưa bàn giao,35.0,2,,,2, Chung cư, Đã có sổ,, Nội thất cao cấp, Tây Bắc, Đông Nam, Căn góc, Huyện Hóc Môn,11840.0
Đã bàn giao,17.6,1,,8.0,1, Chung cư, Đã có sổ,,,,,, Quận 1,154880.0
Chưa bàn giao,57.0,2, P4,7.0,1, Chung cư, Đang chờ sổ, P4.07.02, Nội thất cao cấp, Nam, Nam,, Quận 12,79960.0
Chưa bàn giao,33.0,1,,6.0,1," Căn hộ dịch vụ, mini", Đã có sổ,, Nội thất cao cấp, Tây Nam, Đông, Căn góc, Quận Bình Tân,32800.0
Đã bàn giao,85.0,3,1,15.0,2, Chung cư, Giấy tờ khác,, Hoàn thiện cơ bản, Nam, Bắc, Căn góc, Quận Phú Nhuận,196000.0
Chưa bàn giao,54.0,2,,,1, Chung cư, Đã có sổ,, Hoàn thiện cơ bản,,, Căn góc, Quận 8,98000.0
Đã bàn giao,62.0,2,,7.0,2, Chung cư, Đã có sổ,707, Nội thất cao cấp, Tây Bắc, Đông Nam,, Quận Gò Vấp,100000.0
Đã bàn giao,55.0,2,,,2, Chung cư,,,,,,, Huyện Bình Chánh,60000.0
Đã bàn giao,160.0,2, B,,2, Chung cư, Đã có sổ,4, Nội thất đầy đủ, Tây Bắc,,, Quận 5,496000.0
Đã bàn giao,65.0,2,,,2, Chung cư, Đang chờ sổ,, Nội thất đầy đủ,,,, Quận 7,96000.0
Đã bàn giao,35.0,1,,,1, Officetel,,,,,,, Quận 8,62000.0
Đã bàn giao,68.0,2,,,2, Chung cư, Giấy tờ khác,, Hoàn thiện cơ bản, Đông Nam,,, Quận Bình Tân,108000.0
Đã bàn giao,69.0,3, s202,25.0,2, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản,,,, Quận 9,113200.0
Chưa bàn giao,52.0,1,,,1, Chung cư,,,,,,, Quận 8,68000.0
Đã bàn giao,96.0,3, A,6.0,2, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản, Đông Nam,, Căn góc, Quận 7,204000.0
Đã bàn giao,63.0,2,,25.0,2, Chung cư, Đang chờ sổ,, Nội thất cao cấp, Đông Nam, Tây Bắc,, Quận Thủ Đức,86000.0
Chưa bàn giao,82.0,3, VTV1,5.0,2, Chung cư, Giấy tờ khác,, Hoàn thiện cơ bản,,,, Quận 2,212000.0
Chưa bàn giao,84.0,3,,,2, Chung cư, Giấy tờ khác,, Hoàn thiện cơ bản,,, Căn góc, Quận 7,112000.0
Đã bàn giao,56.0,2, C5,5.0,1, Chung cư, Đã có sổ,504, Nội thất đầy đủ, Đông Bắc, Tây Nam, Căn góc, Quận Tân Bình,92000.0
Đã bàn giao,61.0,2,,,2, Chung cư, Đã có sổ,,,,, Căn góc, Quận 8,64000.0
Chưa bàn giao,52.0,2,,,1, Chung cư, Giấy tờ khác,, Hoàn thiện cơ bản,,,, Quận 7,62000.0
Đã bàn giao,30.4,1,,,1, Chung cư, Giấy tờ khác, S2.05.06.15,,,,, Quận 9,50000.0
Đã bàn giao,71.0,2,,,1, Chung cư, Đã có sổ,, Nội thất đầy đủ, Nam, Bắc,, Quận 7,97200.0
Đã bàn giao,90.0,2,,,2, Chung cư, Đang chờ sổ,, Nội thất đầy đủ,,,, Quận 4,172000.0
Đã bàn giao,71.3,2, G,6.0,1, Chung cư, Đã có sổ,3, Hoàn thiện cơ bản, Đông Nam, Tây Bắc,, Huyện Bình Chánh,68800.0
Đã bàn giao,82.0,3,,,2, Penthouse, Đang chờ sổ,,, Tây Bắc, Đông Nam, Căn góc, Quận 12,98000.0
Chưa bàn giao,32.0,1,,,1, Chung cư, Đã có sổ,, Nội thất đầy đủ,,,, Huyện Hóc Môn,11200.0
Đã bàn giao,72.25,2,,,2, Chung cư, Đang chờ sổ,,,,, Căn góc, Quận 8,84000.0
Đã bàn giao,194.0,3,,,3, Penthouse, Đã có sổ,, Nội thất cao cấp, Nam, Tây Bắc, Căn góc, Quận 7,280000.0
Đã bàn giao,73.6,2, S1,20.0,2, Chung cư, Đang chờ sổ,5, Nội thất cao cấp, Đông Bắc, Tây Nam,, Quận 7,154000.0
Đã bàn giao,64.0,2, A7A8,,2, Chung cư, Đã có sổ,, Hoàn thiện cơ bản, Nam, Bắc, Căn góc, Quận Bình Tân,68800.0
Chưa bàn giao,54.0,2,,,1, Chung cư, Đã có sổ,, Hoàn thiện cơ bản,,, Căn góc, Quận 8,98000.0
Đã bàn giao,97.0,3,,,2, Chung cư,,,,,,, Quận 4,285000.0
Chưa bàn giao,46.0,2,,,1, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản,,,, Quận 9,74360.0
Chưa bàn giao,41.0,1,,9.0,1," Căn hộ dịch vụ, mini", Giấy tờ khác,, Hoàn thiện cơ bản, Tây, Đông,, Quận 9,88000.0
Chưa bàn giao,63.0,2,,,2, Chung cư, Giấy tờ khác,,,,,, Quận 12,96000.0
Đã bàn giao,63.0,2, B,14.0,2, Chung cư, Đã có sổ,14.16, Hoàn thiện cơ bản, Tây Nam, Đông Bắc,, Quận Bình Tân,40000.0
Chưa bàn giao,60.0,2, C,7.0,2, Chung cư, Giấy tờ khác,, Hoàn thiện cơ bản, Đông Nam, Tây Bắc, Căn góc, Quận 2,69600.0
Đã bàn giao,44.0,2, K,3.0,1, Chung cư, Đã có sổ,, Bàn giao thô, Đông Nam, Tây Bắc, Căn góc, Quận Bình Thạnh,78000.0
Đã bàn giao,67.0,2,,,2, Chung cư,,,,,,, Quận Thủ Đức,78000.0
Chưa bàn giao,65.0,2,,,2, Chung cư, Đang chờ sổ,, Bàn giao thô, Tây, Đông, Căn góc, Huyện Nhà Bè,104000.0
Đã bàn giao,76.0,2,,,2, Chung cư,,,,,,, Quận 2,144000.0
Đã bàn giao,76.0,2,,,2, Chung cư,,,,,,, Quận Gò Vấp,136000.0
Đã bàn giao,71.0,2,,,2, Chung cư,,,,,,, Huyện Nhà Bè,104000.0
Đã bàn giao,48.0,1, BLOCK B4,18.0,1, Chung cư, Đã có sổ,, Hoàn thiện cơ bản,,,, Quận 7,60000.0
Chưa bàn giao,56.0,2, Vesta,,1, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản,,, Căn góc, Huyện Nhà Bè,18000.0
Đã bàn giao,50.0,2,,,2, Chung cư, Đang chờ sổ,, Nội thất cao cấp,,,, Quận 12,69200.0
Đã bàn giao,62.0,2, B,16.0,2, Chung cư, Đang chờ sổ, B16, Hoàn thiện cơ bản, Tây Bắc, Đông Nam, Căn góc, Quận 8,76000.0
Đã bàn giao,115.0,2,,,2, Chung cư, Đã có sổ,,,,,, Quận 8,130000.0
Đã bàn giao,76.0,2,,,2, Chung cư, Giấy tờ khác,, Nội thất cao cấp,,,, Quận 7,148000.0
Đã bàn giao,80.0,2,,,0, Chung cư,,,,,,, Quận Phú Nhuận,194000.0
Đã bàn giao,61.0,2, B,,2, Chung cư, Đang chờ sổ,, Nội thất đầy đủ, Tây Nam, Đông Bắc,, Huyện Nhà Bè,43600.0
Đã bàn giao,73.0,3,,,2, Chung cư, Đang chờ sổ,,,,,, Quận 8,78000.0
Đã bàn giao,56.0,2, b3,5.0,1, Chung cư, Đã có sổ,, Nội thất đầy đủ, Nam, Tây,, Quận 1,107600.0
Đã bàn giao,83.0,2,,,2, Chung cư, Đã có sổ,, Nội thất cao cấp, Tây Bắc,,, Quận 6,118000.0
Đã bàn giao,53.0,2,,,1, Chung cư, Đã có sổ,,,,,, Quận 9,60000.0
Đã bàn giao,75.0,2,,,2, Chung cư,,,,,,, Quận Phú Nhuận,162000.0
Đã bàn giao,70.0,2, A,3.0,2, Chung cư, Đang chờ sổ, A03, Hoàn thiện cơ bản, Tây Bắc, Đông Nam, Căn góc, Quận 8,84000.0
Đã bàn giao,48.0,1, Block B4,18.0,1, Chung cư, Đã có sổ,, Nội thất đầy đủ,,,, Quận 7,64000.0
Đã bàn giao,56.0,1,,,0, Chung cư, Đang chờ sổ,, Nội thất đầy đủ,,,, Quận 8,73600.0
Chưa bàn giao,103.0,3,,,0, Chung cư,,,,,,, Quận 9,21160.0
Chưa bàn giao,47.0,2,,,1, Chung cư, Giấy tờ khác,, Nội thất cao cấp, Đông Nam, Đông Nam,, Huyện Nhà Bè,60000.0
Đã bàn giao,68.0,2,,,2, Chung cư, Đang chờ sổ,, Nội thất đầy đủ,, Tây Nam,, Quận 8,108000.0
Đã bàn giao,40.0,1,,,1, Chung cư, Đã có sổ,, Nội thất đầy đủ,,, Căn góc, Huyện Hóc Môn,11200.0
Chưa bàn giao,55.0,2,,,2, Chung cư, Giấy tờ khác,, Nội thất cao cấp, Đông,, Căn góc, Quận Thủ Đức,12000.0
Đã bàn giao,98.0,3, Land Mark 1,,2, Chung cư, Đã có sổ,9, Nội thất đầy đủ, Tây Nam, Đông Bắc, Căn góc, Quận Bình Thạnh,312000.0
Chưa bàn giao,35.0,1,,3.0,1," Căn hộ dịch vụ, mini", Đã có sổ,, Hoàn thiện cơ bản, Đông, Đông Nam,, Quận Bình Tân,32000.0
Chưa bàn giao,75.0,2,5,30.0,2, Chung cư, Giấy tờ khác,,,,,, Quận Thủ Đức,27000.0
Chưa bàn giao,69.0,2, B,8.0,2, Chung cư, Đã có sổ,13, Nội thất đầy đủ, Đông Bắc, Tây Nam, Căn góc, Quận Thủ Đức,100800.0
Đã bàn giao,56.0,2,,,2, Chung cư,,, Hoàn thiện cơ bản,,,, Huyện Bình Chánh,80000.0
Chưa bàn giao,51.4,1, S7.02,25.0,1, Chung cư, Giấy tờ khác,25, Hoàn thiện cơ bản, Đông Nam, Tây Bắc,, Quận 9,96600.0
Chưa bàn giao,59.0,2,,,2, Chung cư, Giấy tờ khác,, Hoàn thiện cơ bản,,,, Huyện Bình Chánh,84000.0
Đã bàn giao,61.0,2,,,2, Chung cư,,,, Tây, Đông,, Quận Tân Phú,100000.0
Đã bàn giao,105.0,3,,,2, Chung cư, Đã có sổ,, Nội thất đầy đủ,,,, Quận 6,154000.0
Đã bàn giao,45.0,2,1,5.0,1," Căn hộ dịch vụ, mini", Đã có sổ,,,,,, Quận Bình Tân,42000.0
Đã bàn giao,57.0,2,,,1, Chung cư,,,,,,, Quận Tân Bình,68000.0
Đã bàn giao,85.0,3,1,15.0,2, Chung cư, Giấy tờ khác,, Hoàn thiện cơ bản, Nam, Bắc, Căn góc, Quận Phú Nhuận,196000.0
Đã bàn giao,53.0,2,,,1, Chung cư, Đã có sổ,,,,,, Quận 9,60000.0
Chưa bàn giao,54.0,2,,,1, Chung cư, Đã có sổ,, Hoàn thiện cơ bản,,, Căn góc, Quận 8,98000.0
Chưa bàn giao,50.0,1,,,1, Chung cư, Đang chờ sổ,, Nội thất cao cấp,,,, Quận 2,196000.0
Đã bàn giao,56.0,2, b3,5.0,1, Chung cư, Đã có sổ,, Nội thất đầy đủ, Nam, Tây,, Quận 1,107600.0
Đã bàn giao,85.0,2, A1,,2, Chung cư,,, Nội thất cao cấp,,,, Quận 7,84000.0
Đã bàn giao,72.0,2, B,,2, Chung cư, Đang chờ sổ,, Nội thất cao cấp,,, Căn góc, Quận 6,92000.0
Chưa bàn giao,56.0,2,,,2, Chung cư, Giấy tờ khác,, Nội thất cao cấp,,,, Quận Bình Tân,78000.0
Chưa bàn giao,78.79,2, D2A,26.0,2, Chung cư, Đang chờ sổ,, Bàn giao thô,,,, Quận 8,101600.0
Chưa bàn giao,55.0,4,,,0," Căn hộ dịch vụ, mini", Đã có sổ,,,,,, Quận 5,340000.0
Chưa bàn giao,32.0,1,,3.0,1," Căn hộ dịch vụ, mini", Đã có sổ,, Hoàn thiện cơ bản, Đông, Đông Nam,, Quận Bình Tân,31960.0
Đã bàn giao,58.0,2, A,,2, Chung cư, Đã có sổ,, Nội thất đầy đủ,,,, Quận Thủ Đức,68000.0
Đã bàn giao,70.0,2,,,2, Chung cư,,,,,,, Quận Gò Vấp,110000.0
Chưa bàn giao,112.0,2,,,2, Chung cư, Giấy tờ khác,, Nội thất đầy đủ, Tây Bắc, Đông Nam,, Quận Tân Phú,228360.0
Chưa bàn giao,51.0,1,,,1, Chung cư, Đang chờ sổ,, Nội thất cao cấp, Đông Bắc, Tây Nam,, Quận Gò Vấp,42320.0
Chưa bàn giao,41.0,1,,19.0,1, Chung cư, Đang chờ sổ, S8.0119.03, Bàn giao thô, Đông Nam,,, Quận 9,87760.0
Đã bàn giao,38.0,1,,,1, Officetel,,,, Đông, Tây,, Quận 7,76800.0
Chưa bàn giao,59.0,2,,,1, Chung cư, Đã có sổ,,,,,, Quận Thủ Đức,48000.0
Đã bàn giao,57.0,2,,,1, Chung cư,,,,,,, Quận 8,58000.0
Đã bàn giao,96.0,2,,,2, Chung cư, Đã có sổ,, Nội thất cao cấp, Đông Bắc,,, Quận Tân Phú,200000.0
Đã bàn giao,36.0,1,,,1, Officetel,,,,,,, Quận Tân Bình,64000.0
Đã bàn giao,50.0,1,,,1, Chung cư,,,,,,, Quận 4,116000.0
Chưa bàn giao,56.0,2,,,2, Chung cư, Giấy tờ khác,, Hoàn thiện cơ bản,,,, Quận Thủ Đức,67200.0
Chưa bàn giao,75.0,2,2,5.0,2, Chung cư, Giấy tờ khác,17,, Đông Nam, Đông Nam,, Quận Bình Tân,103200.0
Đã bàn giao,73.0,3,,,2, Chung cư, Đang chờ sổ,,,,,, Quận 8,78000.0
Chưa bàn giao,61.0,2,,,2, Chung cư, Đang chờ sổ,,, Tây Bắc, Đông Nam,, Quận Thủ Đức,51600.0
Đã bàn giao,72.25,2,,,2, Chung cư, Đang chờ sổ,,,,, Căn góc, Quận 8,84000.0
Đã bàn giao,62.0,2,,,2, Chung cư, Đã có sổ,,,,,, Quận 7,80000.0
Chưa bàn giao,100.0,3,,,2, Chung cư,,,,,,, Quận 2,122000.0
Đã bàn giao,106.0,3, lốc B,5.0,2, Chung cư, Đang chờ sổ,,,,, Căn góc, Quận 7,136000.0
Đã bàn giao,70.0,2,,,2, Chung cư, Giấy tờ khác,,,,,, Huyện Nhà Bè,116000.0
Chưa bàn giao,66.0,2,,,1, Chung cư,, B5A,, Nam, Bắc,, Quận Tân Phú,89200.0
Đã bàn giao,73.0,2,,,2, Chung cư,,,,,,, Quận 2,118000.0
Đã bàn giao,52.0,2,,,1, Chung cư, Đã có sổ,, Hoàn thiện cơ bản, Tây Bắc, Nam,, Quận 7,66000.0
Đã bàn giao,49.0,4,,,3, Penthouse, Đã có sổ,,, Tây Nam, Tây Nam,, Quận Bình Thạnh,252000.0
Đã bàn giao,59.0,2, S1.03,,1, Chung cư, Đang chờ sổ,,,,,, Quận 9,81600.0
Chưa bàn giao,59.0,2,,,2, Chung cư, Đang chờ sổ,,, Đông Nam, Đông Nam,, Quận 9,94040.0
Đã bàn giao,72.0,2,,,2, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản,,,, Quận 8,84800.0
Chưa bàn giao,96.0,2, C5,,2, Chung cư, Đang chờ sổ,, Nội thất cao cấp, Tây Bắc, Đông Nam,, Quận Tân Phú,320000.0
Đã bàn giao,69.0,2, OP2,8.0,2, Chung cư, Đã có sổ,, Nội thất đầy đủ,,,, Quận Phú Nhuận,100000.0
Đã bàn giao,92.0,3, A,10.0,2, Chung cư, Đang chờ sổ,86,, Tây Bắc, Tây Nam, Căn góc, Quận Gò Vấp,74000.0
Chưa bàn giao,96.0,2,,,2, Chung cư, Giấy tờ khác,,,,,, Quận Tân Phú,180000.0
Đã bàn giao,52.0,2,,,2, Chung cư,,,,,,, Quận Bình Tân,59600.0
Đã bàn giao,70.0,2,,,2, Chung cư,,, Hoàn thiện cơ bản,,, Căn góc, Quận 7,96000.0
Đã bàn giao,62.0,2,,7.0,2, Chung cư, Đã có sổ,707, Nội thất cao cấp, Tây Bắc, Đông Nam,, Quận Gò Vấp,100000.0
Đã bàn giao,55.0,2,,,2, Chung cư,,,,,,, Huyện Bình Chánh,60000.0
Đã bàn giao,97.6,3, D,6.0,2, Chung cư, Đã có sổ, D6.1, Nội thất cao cấp,,,, Quận 7,196000.0
Đã bàn giao,64.0,2, A7A8,,2, Chung cư, Đã có sổ,, Hoàn thiện cơ bản, Nam, Bắc, Căn góc, Quận Bình Tân,68800.0
Đã bàn giao,194.0,3,,,3, Penthouse, Đã có sổ,, Nội thất cao cấp, Nam, Tây Bắc, Căn góc, Quận 7,280000.0
